id,url,index,confidence,xmin,ymin,xmax,ymax,w,h,ponies,artists
1142137.png,https://derpicdn.net/img/view/2016/4/29/1142137.png,0,0.9914120435714722,9,241,255,487,246,246,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,okashi-na-artist
1142881.png,https://derpicdn.net/img/view/2016/4/30/1142881.png,0,0.9864820837974548,900,616,1202,918,302,302,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,kp-shadowsquirrel
1143057.png,https://derpicdn.net/img/view/2016/4/30/1143057.png,0,0.9782373905181884,205,0,900,598,695,598,rarity|spike|twilight sparkle,dm29
1143455.png,https://derpicdn.net/img/view/2016/4/30/1143455.png,0,0.9685394167900084,177,176,805,804,628,628,rainbow dash|twilight sparkle,blackgryph0n|studlyhorn|vitaj
1143598.png,https://derpicdn.net/img/view/2016/5/1/1143598.png,0,0.9909945130348206,267,0,795,520,528,520,starlight glimmer|twilight sparkle,
1143892.png,https://derpicdn.net/img/view/2016/5/1/1143892.png,0,0.9787318110466005,913,0,1931,1016,1018,1016,princess cadance|princess celestia|princess luna|twilight sparkle,kuzumori
1143892.png,https://derpicdn.net/img/view/2016/5/1/1143892.png,1,0.950254499912262,0,1417,870,2479,870,1062,princess cadance|princess celestia|princess luna|twilight sparkle,kuzumori
1144555.png,https://derpicdn.net/img/view/2016/5/2/1144555.png,0,0.9811280369758606,507,330,837,708,330,378,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|starlight glimmer|sunset shimmer|trixie|twilight sparkle,molochko-persik
1144555.png,https://derpicdn.net/img/view/2016/5/2/1144555.png,1,0.9359071254730223,501,643,837,1027,336,384,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|starlight glimmer|sunset shimmer|trixie|twilight sparkle,molochko-persik
1144884.png,https://derpicdn.net/img/view/2016/5/2/1144884.png,1,0.9033404588699341,81,0,907,779,826,779,starlight glimmer|trixie|twilight sparkle,phuocthiencreation
1145744.png,https://derpicdn.net/img/view/2016/5/3/1145744.png,0,0.989135205745697,1094,257,2208,1371,1114,1114,starlight glimmer|trixie|twilight sparkle,discorded
1145744.png,https://derpicdn.net/img/view/2016/5/3/1145744.png,1,0.9584701061248779,1689,46,3127,1484,1438,1438,starlight glimmer|trixie|twilight sparkle,discorded
1146379.png,https://derpicdn.net/img/view/2016/5/4/1146379.png,0,0.9707805514335632,423,517,869,963,446,446,apple bloom|applejack|big macintosh|fluttershy|mane six|pinkie pie|rainbow dash|rarity|sunset shimmer|sweetie belle|twilight sparkle,indigosfmworks
1146845.png,https://derpicdn.net/img/view/2016/5/5/1146845.png,0,0.9868881702423096,469,171,1147,849,678,678,discord|pinkie pie|princess celestia|princess luna|twilight sparkle,thegreatrouge
1146845.png,https://derpicdn.net/img/view/2016/5/5/1146845.png,1,0.9825370907783508,1097,13,1867,783,770,770,discord|pinkie pie|princess celestia|princess luna|twilight sparkle,thegreatrouge
1146845.png,https://derpicdn.net/img/view/2016/5/5/1146845.png,2,0.9535658359527588,227,793,891,1457,664,664,discord|pinkie pie|princess celestia|princess luna|twilight sparkle,thegreatrouge
1146935.png,https://derpicdn.net/img/view/2016/5/5/1146935.png,0,0.99486243724823,223,0,1345,1086,1122,1086,rainbow dash|twilight sparkle,captainpudgemuffin
1146999.png,https://derpicdn.net/img/view/2016/5/5/1146999.png,1,0.9359561800956726,985,299,1917,1231,932,932,fluttershy|twilight sparkle,cold blight
1147635.png,https://derpicdn.net/img/view/2016/5/6/1147635.png,0,0.9824075102806092,638,98,2166,1626,1528,1528,sunset shimmer|twilight sparkle,maren
1148873.jpg,https://derpicdn.net/img/view/2016/5/7/1148873.jpg,0,0.9956323504447936,0,990,488,1482,488,492,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,
1148873.jpg,https://derpicdn.net/img/view/2016/5/7/1148873.jpg,1,0.988038182258606,0,419,593,1035,593,616,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,
1151552.png,https://derpicdn.net/img/view/2016/5/11/1151552.png,0,0.991986095905304,545,1320,849,1624,304,304,apple bloom|babs seed|cutie mark crusaders|scootaloo|sweetie belle|twilight sparkle,viwrastupr
1151552.png,https://derpicdn.net/img/view/2016/5/11/1151552.png,1,0.9689052104949952,1023,1397,1333,1707,310,310,apple bloom|babs seed|cutie mark crusaders|scootaloo|sweetie belle|twilight sparkle,viwrastupr
1151552.png,https://derpicdn.net/img/view/2016/5/11/1151552.png,3,0.9072985649108888,224,583,554,913,330,330,apple bloom|babs seed|cutie mark crusaders|scootaloo|sweetie belle|twilight sparkle,viwrastupr
1152761.png,https://derpicdn.net/img/view/2016/5/13/1152761.png,0,0.9639546275138856,1410,899,2406,1895,996,996,princess celestia|twilight sparkle,nadnerbd
1154666.png,https://derpicdn.net/img/view/2016/5/15/1154666.png,0,0.997560739517212,2504,337,3024,857,520,520,starlight glimmer|sunset shimmer|trixie|twilight sparkle,bugplayer
1154666.png,https://derpicdn.net/img/view/2016/5/15/1154666.png,1,0.9663486480712892,1582,666,2132,1216,550,550,starlight glimmer|sunset shimmer|trixie|twilight sparkle,bugplayer
1155110.png,https://derpicdn.net/img/view/2016/5/15/1155110.png,1,0.9285183548927308,3145,1337,3651,1843,506,506,big macintosh|discord|fluttershy|princess cadance|princess celestia|princess flurry heart|princess luna|queen chrysalis|rainbow dash|rarity|shining armor|spike|sweetie belle|twilight sparkle,eagle1division|markiz93|joetheimpaler
1155698.png,https://derpicdn.net/img/view/2016/5/16/1155698.png,0,0.949236273765564,0,159,505,677,505,518,starlight glimmer|twilight sparkle,lumineko
1158672.png,https://derpicdn.net/img/view/2016/5/20/1158672.png,0,0.9892885088920592,90,291,314,515,224,224,applejack|twilight sparkle,jowybean
1159674.png,https://derpicdn.net/img/view/2016/5/21/1159674.png,1,0.95767480134964,1357,0,2605,1182,1248,1182,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,light262|lummh
1162415.png,https://derpicdn.net/img/view/2016/5/25/1162415.png,0,0.9642778635025024,815,317,1281,783,466,466,starlight glimmer|sunset shimmer|trixie|twilight sparkle,vulpessentia
1163634.jpg,https://derpicdn.net/img/view/2016/5/26/1163634.jpg,0,0.9974699020385742,999,160,2225,1386,1226,1226,princess cadance|princess celestia|princess luna|twilight sparkle,silfoe
1163974.png,https://derpicdn.net/img/view/2016/5/27/1163974.png,0,0.9731816053390504,611,462,1273,1124,662,662,starlight glimmer|sunset shimmer|trixie|twilight sparkle,anarchemitis
1166429.jpg,https://derpicdn.net/img/view/2016/5/30/1166429.jpg,0,0.9739899039268494,293,175,669,551,376,376,trixie|twilight sparkle,andypriceart
1169005.png,https://derpicdn.net/img/view/2016/6/3/1169005.png,0,0.9924080967903136,32,209,596,773,564,564,princess luna|twilight sparkle,pencils
1169293.png,https://derpicdn.net/img/view/2016/6/3/1169293.png,0,0.9115707874298096,276,202,504,430,228,228,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,metal-kitty
1173912.png,https://derpicdn.net/img/view/2016/6/8/1173912.png,0,0.9766655564308168,494,199,816,521,322,322,princess celestia|twilight sparkle,akeahi
1176982.jpg,https://derpicdn.net/img/view/2016/6/12/1176982.jpg,3,0.9668983221054076,537,1572,781,1816,244,244,princess cadance|princess flurry heart|shining armor|twilight sparkle,ohohokapi
1177445.jpg,https://derpicdn.net/img/view/2016/6/13/1177445.jpg,2,0.993314266204834,189,103,625,539,436,436,princess cadance|princess celestia|princess flurry heart|princess luna|twilight sparkle,silfoe
1180709.png,https://derpicdn.net/img/view/2016/6/17/1180709.png,0,0.9778922796249392,162,28,522,388,360,360,sunset shimmer|twilight sparkle,dvixie
1180709.png,https://derpicdn.net/img/view/2016/6/17/1180709.png,1,0.9288813471794128,667,150,1009,492,342,342,sunset shimmer|twilight sparkle,dvixie
1182922.png,https://derpicdn.net/img/view/2016/6/20/1182922.png,0,0.9976968765258788,285,421,531,667,246,246,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,tsaoshin
1182922.png,https://derpicdn.net/img/view/2016/6/20/1182922.png,1,0.9951115250587464,501,156,757,412,256,256,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,tsaoshin
1182922.png,https://derpicdn.net/img/view/2016/6/20/1182922.png,2,0.9881621599197388,463,573,755,865,292,292,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,tsaoshin
1182922.png,https://derpicdn.net/img/view/2016/6/20/1182922.png,4,0.962764859199524,60,558,396,894,336,336,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,tsaoshin
1183742.jpg,https://derpicdn.net/img/view/2016/6/21/1183742.jpg,0,0.9981738328933716,493,44,1063,614,570,570,shining armor|twilight sparkle,marcus todjel|ambris
1184068.jpg,https://derpicdn.net/img/view/2016/6/22/1184068.jpg,0,0.9066867828369141,280,62,704,486,424,424,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,jadedjynx|ganighost
1185038.png,https://derpicdn.net/img/view/2016/6/23/1185038.png,0,0.9939137697219848,0,4,267,294,267,290,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,arcadianphoenix
1185038.png,https://derpicdn.net/img/view/2016/6/23/1185038.png,1,0.9921432733535768,334,0,600,304,266,304,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,arcadianphoenix
1185097.png,https://derpicdn.net/img/view/2016/6/23/1185097.png,0,0.9943413734436036,570,183,836,449,266,266,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,maggwai
1185097.png,https://derpicdn.net/img/view/2016/6/23/1185097.png,1,0.983599841594696,622,485,872,735,250,250,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,maggwai
1185097.png,https://derpicdn.net/img/view/2016/6/23/1185097.png,2,0.954718053340912,397,654,611,868,214,214,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,maggwai
1185097.png,https://derpicdn.net/img/view/2016/6/23/1185097.png,3,0.9369134902954102,206,205,498,497,292,292,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,maggwai
1185097.png,https://derpicdn.net/img/view/2016/6/23/1185097.png,4,0.9164661765098572,245,504,467,726,222,222,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,maggwai
1185097.png,https://derpicdn.net/img/view/2016/6/23/1185097.png,5,0.90764057636261,414,408,650,644,236,236,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,maggwai
1185630.png,https://derpicdn.net/img/view/2016/6/24/1185630.png,0,0.995716631412506,365,459,635,729,270,270,princess cadance|shining armor|twilight sparkle,dm29
1186104.png,https://derpicdn.net/img/view/2016/6/24/1186104.png,0,0.9253274202346802,385,223,581,419,196,196,applejack|twilight sparkle,jowybean
1187413.png,https://derpicdn.net/img/view/2016/6/26/1187413.png,0,0.9387535452842712,605,0,1001,335,396,335,big macintosh|fluttershy|princess cadance|rainbow dash|twilight sparkle,tobibrocki
1187413.png,https://derpicdn.net/img/view/2016/6/26/1187413.png,1,0.9177619814872742,886,78,1198,390,312,312,big macintosh|fluttershy|princess cadance|rainbow dash|twilight sparkle,tobibrocki
1187885.png,https://derpicdn.net/img/view/2016/6/27/1187885.png,0,0.9889981746673584,83,34,373,324,290,290,pinkie pie|rainbow dash|soarin'|twilight sparkle,dm29
1188718.png,https://derpicdn.net/img/view/2016/6/28/1188718.png,0,0.980764627456665,318,57,898,637,580,580,rainbow dash|twilight sparkle,enjaadjital
1190569.png,https://derpicdn.net/img/view/2016/7/1/1190569.png,0,0.9653671979904176,750,131,1226,607,476,476,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,siggie740
1190569.png,https://derpicdn.net/img/view/2016/7/1/1190569.png,1,0.9166337847709656,618,488,1040,910,422,422,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,siggie740
1191180.png,https://derpicdn.net/img/view/2016/7/1/1191180.png,0,0.9973284602165222,1322,23,1920,685,598,662,princess cadance|shining armor|twilight sparkle,acesential
1193568.png,https://derpicdn.net/img/view/2016/7/4/1193568.png,0,0.9930466413497924,54,7,394,347,340,340,princess celestia|twilight sparkle,bow2yourwaifu
1194797.png,https://derpicdn.net/img/view/2016/7/6/1194797.png,0,0.96132093667984,6410,1169,7302,2061,892,892,applejack|fluttershy|pinkie pie|rainbow dash|rarity|twilight sparkle,verulence
1194797.png,https://derpicdn.net/img/view/2016/7/6/1194797.png,1,0.9216665029525756,2780,1346,3588,2154,808,808,applejack|fluttershy|pinkie pie|rainbow dash|rarity|twilight sparkle,verulence
1196069.png,https://derpicdn.net/img/view/2016/7/8/1196069.png,0,0.9547999501228333,262,39,582,359,320,320,applejack|twilight sparkle,jowybean
1196069.png,https://derpicdn.net/img/view/2016/7/8/1196069.png,1,0.9320866465568542,504,45,834,375,330,330,applejack|twilight sparkle,jowybean
1197199.png,https://derpicdn.net/img/view/2016/7/10/1197199.png,0,0.979307234287262,69,0,457,380,388,380,fluttershy|rainbow dash|twilight sparkle,magicalgirlmayhem
1198255.png,https://derpicdn.net/img/view/2016/7/11/1198255.png,0,0.9930292963981628,166,12,424,270,258,258,princess celestia|princess luna|twilight sparkle,kiki-kit
1202910.png,https://derpicdn.net/img/view/2016/7/17/1202910.png,0,0.9814783930778505,821,270,1093,542,272,272,rarity|twilight sparkle,king-kakapo
1202910.png,https://derpicdn.net/img/view/2016/7/17/1202910.png,1,0.9783394932746888,361,163,653,455,292,292,rarity|twilight sparkle,king-kakapo
1204643.png,https://derpicdn.net/img/view/2016/7/19/1204643.png,0,0.9052287936210632,318,87,602,371,284,284,trixie|twilight sparkle,sparkdraws
1206592.png,https://derpicdn.net/img/view/2016/7/22/1206592.png,0,0.9150649309158324,265,9,523,267,258,258,apple bloom|applejack|twilight sparkle,jowybean
1206592.png,https://derpicdn.net/img/view/2016/7/22/1206592.png,1,0.9126850962638856,476,62,724,310,248,248,apple bloom|applejack|twilight sparkle,jowybean
1207343.png,https://derpicdn.net/img/view/2016/7/23/1207343.png,0,0.9614925384521484,357,1123,1165,1931,808,808,rainbow dash|twilight sparkle,captainpudgemuffin
1207343.png,https://derpicdn.net/img/view/2016/7/23/1207343.png,1,0.933704137802124,230,0,1152,795,922,795,rainbow dash|twilight sparkle,captainpudgemuffin
1207979.png,https://derpicdn.net/img/view/2016/7/24/1207979.png,0,0.98857444524765,371,1011,653,1293,282,282,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,ss2sonic|flawlessvictory20|fluttershysone
1207979.png,https://derpicdn.net/img/view/2016/7/24/1207979.png,1,0.9817754626274108,811,502,1143,834,332,332,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,ss2sonic|flawlessvictory20|fluttershysone
1207979.png,https://derpicdn.net/img/view/2016/7/24/1207979.png,3,0.9503145217895508,622,996,966,1340,344,344,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,ss2sonic|flawlessvictory20|fluttershysone
1207979.png,https://derpicdn.net/img/view/2016/7/24/1207979.png,4,0.922663688659668,681,761,923,1003,242,242,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,ss2sonic|flawlessvictory20|fluttershysone
1208032.png,https://derpicdn.net/img/view/2016/7/24/1208032.png,0,0.9373257756233216,11,0,549,504,538,504,rarity|twilight sparkle,sandwich-anomaly
1209090.png,https://derpicdn.net/img/view/2016/7/25/1209090.png,2,0.9974676966667176,1587,82,1867,392,280,310,apple bloom|applejack|big macintosh|diamond tiara|fluttershy|pinkie pie|princess cadance|princess celestia|princess luna|queen chrysalis|rainbow dash|rarity|scootaloo|silver spoon|soarin'|spitfire|sweetie belle|trixie|twilight sparkle,howxu
1209090.png,https://derpicdn.net/img/view/2016/7/25/1209090.png,3,0.9952336549758912,889,530,1307,948,418,418,apple bloom|applejack|big macintosh|diamond tiara|fluttershy|pinkie pie|princess cadance|princess celestia|princess luna|queen chrysalis|rainbow dash|rarity|scootaloo|silver spoon|soarin'|spitfire|sweetie belle|trixie|twilight sparkle,howxu
1209090.png,https://derpicdn.net/img/view/2016/7/25/1209090.png,4,0.9939429759979248,1302,74,1616,388,314,314,apple bloom|applejack|big macintosh|diamond tiara|fluttershy|pinkie pie|princess cadance|princess celestia|princess luna|queen chrysalis|rainbow dash|rarity|scootaloo|silver spoon|soarin'|spitfire|sweetie belle|trixie|twilight sparkle,howxu
1209090.png,https://derpicdn.net/img/view/2016/7/25/1209090.png,5,0.9860126972198486,0,365,295,717,295,352,apple bloom|applejack|big macintosh|diamond tiara|fluttershy|pinkie pie|princess cadance|princess celestia|princess luna|queen chrysalis|rainbow dash|rarity|scootaloo|silver spoon|soarin'|spitfire|sweetie belle|trixie|twilight sparkle,howxu
1209090.png,https://derpicdn.net/img/view/2016/7/25/1209090.png,6,0.9337315559387208,0,648,218,922,218,274,apple bloom|applejack|big macintosh|diamond tiara|fluttershy|pinkie pie|princess cadance|princess celestia|princess luna|queen chrysalis|rainbow dash|rarity|scootaloo|silver spoon|soarin'|spitfire|sweetie belle|trixie|twilight sparkle,howxu
1210306.png,https://derpicdn.net/img/view/2016/7/27/1210306.png,0,0.9760237336158752,581,193,901,513,320,320,princess luna|twilight sparkle,grimorabob|silfoe
1214007.png,https://derpicdn.net/img/view/2016/7/31/1214007.png,0,0.9263997077941896,150,87,520,457,370,370,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|twilight sparkle,siggie740
1215331.png,https://derpicdn.net/img/view/2016/8/2/1215331.png,0,0.9996160268783568,329,231,1283,1185,954,954,rainbow dash|twilight sparkle,v-d-k
1215331.png,https://derpicdn.net/img/view/2016/8/2/1215331.png,1,0.9877034425735474,1095,311,1975,1191,880,880,rainbow dash|twilight sparkle,v-d-k
1215339.png,https://derpicdn.net/img/view/2016/8/2/1215339.png,0,0.9444881081581116,883,205,1839,1161,956,956,princess cadance|twilight sparkle,v-d-k
1215805.png,https://derpicdn.net/img/view/2016/8/3/1215805.png,2,0.9277228713035583,253,612,555,914,302,302,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,dm29
1216021.png,https://derpicdn.net/img/view/2016/8/3/1216021.png,0,0.997352421283722,520,24,884,388,364,364,fluttershy|twilight sparkle,king-kakapo
1216021.png,https://derpicdn.net/img/view/2016/8/3/1216021.png,1,0.9626880288124084,100,27,470,397,370,370,fluttershy|twilight sparkle,king-kakapo
1216779.png,https://derpicdn.net/img/view/2016/8/4/1216779.png,0,0.9781398773193359,2793,92,4747,2046,1954,1954,princess cadance|princess celestia|princess luna|twilight sparkle,grennadder
1216779.png,https://derpicdn.net/img/view/2016/8/4/1216779.png,1,0.9186187982559204,609,0,2235,1616,1626,1616,princess cadance|princess celestia|princess luna|twilight sparkle,grennadder
12190.jpg,https://derpicdn.net/img/view/2012/6/20/12190.jpg,2,0.9398064017295836,176,436,554,814,378,378,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,sheela
12190.jpg,https://derpicdn.net/img/view/2012/6/20/12190.jpg,3,0.9047130942344666,836,431,1094,689,258,258,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,sheela
1219566.png,https://derpicdn.net/img/view/2016/8/7/1219566.png,0,0.98148775100708,819,290,1113,584,294,294,rainbow dash|twilight sparkle,koveliana
1221760.png,https://derpicdn.net/img/view/2016/8/10/1221760.png,0,0.9968259930610656,228,11,766,549,538,538,sunset shimmer|twilight sparkle,azurepicker
1222588.png,https://derpicdn.net/img/view/2016/8/11/1222588.png,1,0.9757026433944702,567,132,995,560,428,428,princess luna|twilight sparkle,magnaluna
1222748.png,https://derpicdn.net/img/view/2016/8/11/1222748.png,1,0.998004674911499,115,1136,411,1432,296,296,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1222748.png,https://derpicdn.net/img/view/2016/8/11/1222748.png,2,0.9979026317596436,803,950,1239,1406,436,456,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1222748.png,https://derpicdn.net/img/view/2016/8/11/1222748.png,3,0.9959763288497924,635,3,843,211,208,208,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1222748.png,https://derpicdn.net/img/view/2016/8/11/1222748.png,4,0.9815680980682372,374,451,852,929,478,478,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1222748.png,https://derpicdn.net/img/view/2016/8/11/1222748.png,5,0.9565249681472778,154,682,572,1100,418,418,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1224428.png,https://derpicdn.net/img/view/2016/8/13/1224428.png,0,0.9925188422203064,349,54,563,268,214,214,princess cadance|princess celestia|princess luna|twilight sparkle,anticular
1224428.png,https://derpicdn.net/img/view/2016/8/13/1224428.png,1,0.9812714457511902,40,218,240,418,200,200,princess cadance|princess celestia|princess luna|twilight sparkle,anticular
1224428.png,https://derpicdn.net/img/view/2016/8/13/1224428.png,2,0.9166595339775084,209,149,417,357,208,208,princess cadance|princess celestia|princess luna|twilight sparkle,anticular
1225936.png,https://derpicdn.net/img/view/2016/8/15/1225936.png,0,0.9904392957687378,139,323,525,709,386,386,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,locksto
1225936.png,https://derpicdn.net/img/view/2016/8/15/1225936.png,1,0.9889472126960754,1250,225,1742,717,492,492,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,locksto
1225936.png,https://derpicdn.net/img/view/2016/8/15/1225936.png,2,0.926474153995514,774,127,1182,535,408,408,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,locksto
1226483.png,https://derpicdn.net/img/view/2016/8/16/1226483.png,1,0.9282285571098328,477,52,1089,664,612,612,apple bloom|applejack|cutie mark crusaders|fluttershy|mane six|pinkie pie|rainbow dash|rarity|scootaloo|sweetie belle|twilight sparkle,renokim
122833.png,https://derpicdn.net/img/view/2012/10/14/122833.png,0,0.9801225066184998,727,0,1019,281,292,281,big macintosh|rainbow dash|twilight sparkle,avante92
122833.png,https://derpicdn.net/img/view/2012/10/14/122833.png,1,0.9650439620018004,333,0,627,260,294,260,big macintosh|rainbow dash|twilight sparkle,avante92
1228777.png,https://derpicdn.net/img/view/2016/8/19/1228777.png,3,0.971712589263916,16,680,714,1378,698,698,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1228777.png,https://derpicdn.net/img/view/2016/8/19/1228777.png,5,0.9641934633255004,1232,667,1984,1417,752,750,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,alasou
1229702.png,https://derpicdn.net/img/view/2016/8/20/1229702.png,0,0.9894737005233764,961,32,1237,308,276,276,rainbow dash|twilight sparkle,crimsonbugeye
1229968.png,https://derpicdn.net/img/view/2016/8/20/1229968.png,1,0.9944225549697876,265,0,531,263,266,263,princess cadance|princess celestia|starlight glimmer|twilight sparkle,caroo
1229968.png,https://derpicdn.net/img/view/2016/8/20/1229968.png,2,0.9884577989578248,71,10,313,252,242,242,princess cadance|princess celestia|starlight glimmer|twilight sparkle,caroo
1229968.png,https://derpicdn.net/img/view/2016/8/20/1229968.png,3,0.9638884663581848,674,0,1018,306,344,306,princess cadance|princess celestia|starlight glimmer|twilight sparkle,caroo
1230755.png,https://derpicdn.net/img/view/2016/8/21/1230755.png,2,0.9013684988021852,739,280,1109,650,370,370,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|spike|starlight glimmer|sunset shimmer|twilight sparkle,alasou
123105.jpg,https://derpicdn.net/img/view/2012/10/15/123105.jpg,0,0.9929887652397156,1016,67,1228,279,212,212,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,drbdnv
123105.jpg,https://derpicdn.net/img/view/2012/10/15/123105.jpg,1,0.9900050759315492,532,57,788,313,256,256,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,drbdnv
123105.jpg,https://derpicdn.net/img/view/2012/10/15/123105.jpg,3,0.9826924800872804,172,41,460,329,288,288,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,drbdnv
1233304.png,https://derpicdn.net/img/view/2016/8/25/1233304.png,0,0.9954985976219176,500,0,890,349,390,349,princess cadance|shining armor|spike|starlight glimmer|twilight sparkle,dm29
1233304.png,https://derpicdn.net/img/view/2016/8/25/1233304.png,1,0.954681932926178,70,146,382,458,312,312,princess cadance|shining armor|spike|starlight glimmer|twilight sparkle,dm29
1233304.png,https://derpicdn.net/img/view/2016/8/25/1233304.png,2,0.9437682032585144,619,202,1009,592,390,390,princess cadance|shining armor|spike|starlight glimmer|twilight sparkle,dm29
1233919.png,https://derpicdn.net/img/view/2016/8/26/1233919.png,0,0.9995827078819276,2203,2374,2797,2968,594,594,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,jittery-the-dragon
1233919.png,https://derpicdn.net/img/view/2016/8/26/1233919.png,1,0.9911348223686218,444,2447,1000,3003,556,556,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,jittery-the-dragon
1233919.png,https://derpicdn.net/img/view/2016/8/26/1233919.png,2,0.979069173336029,2155,1453,2685,1983,530,530,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,jittery-the-dragon
1233919.png,https://derpicdn.net/img/view/2016/8/26/1233919.png,3,0.9760283827781676,594,665,1170,1241,576,576,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,jittery-the-dragon
1236098.png,https://derpicdn.net/img/view/2016/8/28/1236098.png,0,0.9913030862808228,0,157,393,567,393,410,princess celestia|twilight sparkle,deusexequus
1238121.png,https://derpicdn.net/img/view/2016/8/31/1238121.png,0,0.9890090823173524,0,80,285,390,285,310,princess celestia|twilight sparkle,akeahi
1239913.png,https://derpicdn.net/img/view/2016/9/2/1239913.png,0,0.9958873391151428,148,656,440,948,292,292,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,davidmryan
1239913.png,https://derpicdn.net/img/view/2016/9/2/1239913.png,1,0.9922273755073548,290,125,642,477,352,352,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,davidmryan
1239913.png,https://derpicdn.net/img/view/2016/9/2/1239913.png,2,0.9551666975021362,558,365,868,675,310,310,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,davidmryan
1239913.png,https://derpicdn.net/img/view/2016/9/2/1239913.png,3,0.9172502756118774,359,545,639,825,280,280,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,davidmryan
1240030.png,https://derpicdn.net/img/view/2016/9/2/1240030.png,0,0.9676926732063292,432,581,660,809,228,228,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,kelsea-chan
1240654.png,https://derpicdn.net/img/view/2016/9/3/1240654.png,0,0.9991881847381592,512,0,2366,1631,1854,1631,sweetie belle|twilight sparkle,madacon
124174.jpg,https://derpicdn.net/img/view/2012/10/16/124174.jpg,0,0.9912521839141846,20,598,356,934,336,336,applejack|fluttershy|mane six|pinkie pie|rainbow dash|rarity|twilight sparkle,rakuyou
